acc_0,f1_0,auc_0,acc_1,f1_1,auc_1,acc_2,f1_2,auc_2,acc_3,f1_3,auc_3,acc_4,f1_4,auc_4,acc_5,f1_5,auc_5,acc_all,f1_all,auc_all
0.943111111111111,0.64,0.9,0.9422222222222223,0.5806451612903226,0.8555555555555555,0.9173333333333333,0.6060606060606061,0.8555555555555555,1.0,1.0,1.0,0.9706666666666667,0.6875,0.8888888888888888,0.9982222222222222,0.896551724137931,0.9666666666666667,0.7333333333333333,0.7351262485814766,0.961925925925926
0.9413333333333334,0.6451612903225806,0.8777777777777778,0.9555555555555555,0.7741935483870968,0.9222222222222223,0.912,0.48,0.8555555555555555,1.0,1.0,1.0,0.9866666666666667,0.8484848484848485,0.9444444444444444,1.0,0.9333333333333333,0.9777777777777777,0.7888888888888889,0.7801955034213099,0.965925925925926
0.9271111111111111,0.625,0.8666666666666667,0.9386666666666668,0.6428571428571429,0.8888888888888888,0.8862222222222222,0.5806451612903226,0.8555555555555555,1.0,0.967741935483871,0.9888888888888889,0.984,0.8,0.9333333333333333,1.0,0.9285714285714286,0.9777777777777777,0.7555555555555555,0.7574692780337942,0.956
0.9342222222222222,0.625,0.8666666666666667,0.9582222222222222,0.75,0.9111111111111111,0.8711111111111112,0.4,0.8333333333333334,0.9973333333333334,0.9375,0.9777777777777777,0.968,0.7586206896551724,0.9222222222222223,1.0,1.0,1.0,0.7555555555555555,0.7451867816091954,0.9548148148148149
0.8977777777777778,0.6206896551724138,0.8777777777777778,0.9431111111111111,0.7741935483870968,0.9222222222222223,0.8755555555555555,0.5,0.8444444444444444,0.9973333333333334,0.9375,0.9777777777777777,0.9795555555555555,0.8,0.9333333333333333,1.0,1.0,1.0,0.7777777777777778,0.7720638672599184,0.9488888888888889
0.9075555555555556,0.5714285714285714,0.8333333333333334,0.9528888888888889,0.75,0.9111111111111111,0.888888888888889,0.2727272727272727,0.8222222222222222,0.9964444444444445,0.9375,0.9777777777777777,0.9697777777777778,0.7586206896551724,0.9222222222222223,1.0,1.0,1.0,0.7333333333333333,0.7150460889685027,0.9525925925925925
0.9359999999999999,0.6857142857142857,0.8777777777777778,0.9822222222222222,0.8571428571428571,0.9555555555555556,0.8533333333333334,0.4,0.8333333333333334,0.9955555555555556,0.896551724137931,0.9666666666666667,0.975111111111111,0.8235294117647058,0.9333333333333333,1.0,0.9655172413793104,0.9888888888888889,0.7777777777777778,0.771409253356515,0.9570370370370371
0.9422222222222223,0.7777777777777778,0.9111111111111111,0.9946666666666667,0.8666666666666667,0.9555555555555556,0.8791111111111112,0.45454545454545453,0.8666666666666667,0.9324444444444444,0.8571428571428571,0.9555555555555556,0.9697777777777777,0.7222222222222222,0.8888888888888888,1.0,0.9285714285714286,0.9777777777777777,0.7777777777777778,0.7678210678210678,0.953037037037037
0.9155555555555555,0.6666666666666666,0.8777777777777778,0.9928888888888889,0.9333333333333333,0.9777777777777777,0.8373333333333333,0.48,0.8555555555555555,0.9715555555555555,0.8148148148148148,0.9444444444444444,0.9724444444444444,0.7777777777777778,0.9111111111111111,1.0,0.9655172413793104,0.9888888888888889,0.7777777777777778,0.7730183056619838,0.9482962962962963
0.8995555555555554,0.6111111111111112,0.8444444444444444,0.9368888888888889,0.5185185185185185,0.8555555555555555,0.904,0.41379310344827586,0.8111111111111111,0.9973333333333334,0.9333333333333333,0.9777777777777777,0.9235555555555556,0.7586206896551724,0.9222222222222223,1.0,0.9655172413793104,0.9888888888888889,0.7,0.700148999574287,0.9435555555555556
0.8888888888888888,0.5789473684210527,0.8222222222222222,0.9466666666666667,0.5925925925925926,0.8777777777777778,0.9217777777777778,0.43478260869565216,0.8555555555555555,0.9982222222222222,0.9655172413793104,0.9888888888888889,0.9368888888888889,0.7878787878787878,0.9222222222222223,1.0,1.0,1.0,0.7333333333333333,0.7266197664945659,0.9487407407407407
0.8897777777777778,0.631578947368421,0.8444444444444444,0.9466666666666665,0.7407407407407407,0.9222222222222223,0.8915555555555555,0.4444444444444444,0.8333333333333334,0.9946666666666667,0.9333333333333333,0.9777777777777777,0.9359999999999999,0.8275862068965517,0.9444444444444444,0.9991111111111112,0.9655172413793104,0.9888888888888889,0.7555555555555555,0.7572001523604669,0.9429629629629631
0.9262222222222222,0.6060606060606061,0.8555555555555555,0.9413333333333334,0.72,0.9222222222222223,0.8720000000000001,0.4375,0.8,0.9973333333333334,0.896551724137931,0.9666666666666667,0.9795555555555555,0.7428571428571429,0.9,0.9973333333333334,0.8461538461538461,0.9555555555555556,0.7,0.7081872198682544,0.9522962962962964
0.9342222222222222,0.6470588235294118,0.8666666666666667,0.9208888888888889,0.6956521739130435,0.9222222222222223,0.8826666666666667,0.4666666666666667,0.8222222222222222,0.9884444444444443,0.9333333333333333,0.9777777777777777,0.967111111111111,0.8108108108108109,0.9222222222222223,0.9955555555555556,0.8461538461538461,0.9555555555555556,0.7333333333333333,0.7332792757345188,0.9481481481481482
0.9466666666666667,0.7027027027027027,0.8777777777777778,0.9617777777777777,0.7692307692307693,0.9333333333333333,0.8951111111111111,0.48,0.8555555555555555,0.984,0.9333333333333333,0.9777777777777777,0.9724444444444444,0.7777777777777778,0.9111111111111111,0.9982222222222222,0.8461538461538461,0.9555555555555556,0.7555555555555555,0.7515330715330716,0.9597037037037036
