words,acc,f1,0_f1,1_f1,2_f1,3_f1,4_f1
"training,train",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"train,tried",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"train,trying",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"using,train",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"train,x",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"training,tried",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"training,trying",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"training,use",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"using,training",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"training,x",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"tried,trying",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"tried,use",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"using,tried",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"tried,x",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"using,try",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"use,trying",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"using,trying",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"x,trying",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"using,use",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"use,x",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"using,x",0.866666667,0.868558776,0.782608696,0.814814815,0.740740741,1,0.916666667
"code,accuracy,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"data,accuracy,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"dataset,accuracy,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"keras,accuracy,dense",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"accuracy,model,dense",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"accuracy,sequential,dense",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"epoch,accuracy,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"accuracy,import,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"keras,accuracy,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"keras,accuracy,sequential",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"accuracy,loss,model",0.826666667,0.829120475,0.727272727,0.75862069,0.692307692,0.96,0.88
"training,accuracy,loss",0.826666667,0.830953974,0.782608696,0.714285714,0.692307692,0.96,0.88
"accuracy,print,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"accuracy,sequential,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"training,accuracy,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"accuracy,x,model",0.853333333,0.853392505,0.727272727,0.827586207,0.692307692,1,0.916666667
"activation,code,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"activation,import,dense",0.826666667,0.831017026,0.727272727,0.733333333,0.692307692,0.96,0.916666667
"keras,activation,dense",0.84,0.843303761,0.727272727,0.75862069,0.740740741,0.96,0.916666667
"activation,model,dense",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"activation,sequential,dense",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"activation,import,model",0.826666667,0.827726052,0.666666667,0.774193548,0.692307692,0.96,0.916666667
"keras,activation,model",0.813333333,0.816642512,0.666666667,0.733333333,0.666666667,0.96,0.916666667
"keras,sequential,activation",0.84,0.843303761,0.727272727,0.75862069,0.740740741,0.96,0.916666667
"activation,loss,model",0.84,0.842958521,0.782608696,0.75862069,0.72,0.96,0.88
"activation,sequential,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"call,error,code",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"call,last,code",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"call,module,code",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"call,code,recent",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"call,traceback,code",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"call,error,def",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"call,last,def",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"call,return,def",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"call,error,file",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"call,error,import",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"call,error,last",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"call,error,line",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"call,error,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"call,error,module",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"call,error,recent",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"call,error,return",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"call,traceback,error",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"using,error,call",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"call,error,x",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"call,last,file",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"call,file,line",0.853333333,0.856637764,0.833333333,0.740740741,0.769230769,0.96,0.88
"call,module,file",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"call,file,recent",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"call,traceback,file",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"call,last,line",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"call,last,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"call,module,last",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"call,last,print",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"call,last,recent",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"call,return,last",0.866666667,0.868706004,0.833333333,0.785714286,0.72,1,0.916666667
"call,traceback,last",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"call,last,x",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"call,module,line",0.853333333,0.856637764,0.833333333,0.740740741,0.769230769,0.96,0.88
"call,line,recent",0.853333333,0.856637764,0.833333333,0.740740741,0.769230769,0.96,0.88
"call,traceback,line",0.853333333,0.856637764,0.833333333,0.740740741,0.769230769,0.96,0.88
"call,module,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"call,recent,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"call,return,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"call,traceback,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"call,module,recent",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"call,module,return",0.866666667,0.868706004,0.833333333,0.785714286,0.72,1,0.916666667
"call,traceback,module",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"call,recent,print",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"call,traceback,print",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"call,return,recent",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"call,traceback,recent",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"call,recent,x",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"call,traceback,return",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"call,traceback,x",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"return,def,class",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"self,def,class",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"data,code,def",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"data,error,code",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"data,code,import",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"data,code,input",0.866666667,0.868558776,0.782608696,0.814814815,0.740740741,1,0.916666667
"data,code,keras",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"data,code,loss",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"data,code,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"data,code,output",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"data,code,print",0.866666667,0.868558776,0.782608696,0.814814815,0.740740741,1,0.916666667
"data,return,code",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"data,code,training",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"using,data,code",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"data,code,x",0.866666667,0.868558776,0.782608696,0.814814815,0.740740741,1,0.916666667
"dataset,code,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"error,code,def",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"code,def,import",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"code,def,input",0.853333333,0.855636513,0.782608696,0.785714286,0.692307692,1,0.916666667
"code,def,loss",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"code,def,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"code,def,print",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"code,range,def",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"return,code,def",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"code,def,training",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"using,code,def",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"code,def,x",0.853333333,0.855636513,0.782608696,0.785714286,0.692307692,1,0.916666667
"code,import,dense",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"keras,code,dense",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"code,model,dense",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"code,sequential,dense",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"code,training,dense",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"code,x,dense",0.866666667,0.868558776,0.782608696,0.814814815,0.740740741,1,0.916666667
"code,dropout,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"code,epoch,loss",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"code,epoch,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"error,code,file",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"error,code,following",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"get,code,error",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"error,code,import",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"error,code,input",0.866666667,0.868558776,0.782608696,0.814814815,0.740740741,1,0.916666667
"keras,error,code",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"error,code,last",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"error,code,line",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"error,code,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"error,code,module",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"none,error,code",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"error,code,output",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"error,code,print",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"error,code,recent",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"error,code,return",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"error,code,run",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"error,code,self",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"error,code,tensorflow",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"traceback,code,error",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"error,code,tried",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"error,code,trying",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"error,code,use",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"using,error,code",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"error,code,x",0.866666667,0.868558776,0.782608696,0.814814815,0.740740741,1,0.916666667
"code,line,file",0.84,0.843435319,0.782608696,0.740740741,0.740740741,0.96,0.88
"code,following,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"using,code,following",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"get,code,import",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"get,code,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"get,code,print",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"get,code,trying",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"using,get,code",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"code,import,input",0.853333333,0.855636513,0.782608696,0.785714286,0.692307692,1,0.916666667
"keras,code,import",0.826666667,0.831017026,0.727272727,0.733333333,0.692307692,0.96,0.916666667
"code,loss,import",0.826666667,0.830953974,0.782608696,0.714285714,0.692307692,0.96,0.88
"code,import,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"code,import,np",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"code,import,numpy",0.866666667,0.86942029,0.833333333,0.8,0.75,0.96,0.916666667
"code,import,output",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"code,import,print",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"return,code,import",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"code,import,tensorflow",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"code,import,tf",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"code,import,train",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"code,import,training",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"code,import,trying",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"using,code,import",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"code,import,x",0.853333333,0.855636513,0.782608696,0.785714286,0.692307692,1,0.916666667
"keras,code,input",0.853333333,0.855636513,0.782608696,0.785714286,0.692307692,1,0.916666667
"code,loss,input",0.853333333,0.855099302,0.833333333,0.740740741,0.72,1,0.88
"code,model,input",0.853333333,0.853392505,0.727272727,0.827586207,0.692307692,1,0.916666667
"code,output,input",0.866666667,0.868558776,0.782608696,0.814814815,0.740740741,1,0.916666667
"code,print,input",0.866666667,0.868558776,0.782608696,0.814814815,0.740740741,1,0.916666667
"return,code,input",0.853333333,0.855636513,0.782608696,0.785714286,0.692307692,1,0.916666667
"code,x,input",0.866666667,0.868558776,0.782608696,0.814814815,0.740740741,1,0.916666667
"keras,code,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"keras,code,sequential",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"keras,code,training",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"keras,code,trying",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"using,code,keras",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"keras,code,x",0.866666667,0.868558776,0.782608696,0.814814815,0.740740741,1,0.916666667
"last,code,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"module,code,last",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"last,code,recent",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"traceback,code,last",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"code,loss,model",0.826666667,0.829120475,0.727272727,0.75862069,0.692307692,0.96,0.88
"code,loss,output",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"code,loss,print",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"return,code,loss",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"code,loss,train",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"code,loss,training",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"using,code,loss",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"code,loss,x",0.853333333,0.855099302,0.833333333,0.740740741,0.72,1,0.88
"code,network,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"none,code,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"code,np,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"code,numpy,model",0.84,0.842958521,0.782608696,0.75862069,0.72,0.96,0.88
"code,output,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"code,print,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"code,problem,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"code,range,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"return,code,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"code,sequential,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"code,tensorflow,model",0.853333333,0.855966184,0.782608696,0.8,0.72,0.96,0.916666667
"code,train,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"code,training,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"code,tried,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"code,trying,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"code,use,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"using,code,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"code,x,model",0.853333333,0.853392505,0.727272727,0.827586207,0.692307692,1,0.916666667
"module,code,recent",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"traceback,code,module",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"np,code,numpy",0.866666667,0.86926156,0.833333333,0.785714286,0.8,0.96,0.88
"code,numpy,print",0.866666667,0.86926156,0.833333333,0.785714286,0.8,0.96,0.88
"code,numpy,x",0.866666667,0.868052768,0.833333333,0.769230769,0.769230769,1,0.88
"code,output,print",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"using,code,output",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"code,output,x",0.866666667,0.868558776,0.782608696,0.814814815,0.740740741,1,0.916666667
"return,code,print",0.853333333,0.855636513,0.782608696,0.785714286,0.692307692,1,0.916666667
"code,print,tensorflow",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"code,training,print",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"code,print,trying",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"using,code,print",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"code,print,x",0.866666667,0.868558776,0.782608696,0.814814815,0.740740741,1,0.916666667
"code,range,return",0.853333333,0.855636513,0.782608696,0.785714286,0.692307692,1,0.916666667
"traceback,code,recent",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"return,code,self",0.826666667,0.830953974,0.782608696,0.714285714,0.692307692,0.96,0.88
"return,code,training",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"using,return,code",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"return,code,x",0.853333333,0.855636513,0.782608696,0.785714286,0.692307692,1,0.916666667
"code,tensorflow,tf",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"training,code,tensorflow",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"use,code,tensorflow",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"using,code,tensorflow",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"code,x,tensorflow",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"using,code,training",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"using,code,trying",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"code,trying,x",0.866666667,0.868558776,0.782608696,0.814814815,0.740740741,1,0.916666667
"using,code,use",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"using,code,x",0.866666667,0.868558776,0.782608696,0.814814815,0.740740741,1,0.916666667
"data,def,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"data,def,print",0.866666667,0.868706004,0.833333333,0.785714286,0.72,1,0.916666667
"data,return,def",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"data,keras,dense",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"data,model,dense",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"data,sequential,dense",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"data,epoch,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"data,error,input",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"data,error,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"data,error,print",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"data,error,return",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"data,get,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"data,import,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"data,import,numpy",0.866666667,0.86942029,0.833333333,0.8,0.75,0.96,0.916666667
"data,import,print",0.853333333,0.855636513,0.782608696,0.785714286,0.692307692,1,0.916666667
"data,loss,input",0.853333333,0.855099302,0.833333333,0.740740741,0.72,1,0.88
"data,model,input",0.853333333,0.853392505,0.727272727,0.827586207,0.692307692,1,0.916666667
"data,return,input",0.866666667,0.868706004,0.833333333,0.785714286,0.72,1,0.916666667
"data,x,input",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"data,keras,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"data,sequential,keras",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"data,loss,model",0.84,0.842958521,0.782608696,0.75862069,0.72,0.96,0.88
"data,loss,print",0.853333333,0.855099302,0.833333333,0.740740741,0.72,1,0.88
"data,training,loss",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"using,data,loss",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"data,numpy,model",0.853333333,0.855966184,0.782608696,0.8,0.72,0.96,0.916666667
"data,output,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"data,print,model",0.853333333,0.853392505,0.727272727,0.827586207,0.692307692,1,0.916666667
"data,problem,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"data,return,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"data,sequential,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"data,train,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"data,training,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"data,trying,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"using,data,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"data,x,model",0.853333333,0.853392505,0.727272727,0.827586207,0.692307692,1,0.916666667
"data,output,x",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"data,return,print",0.866666667,0.868706004,0.833333333,0.785714286,0.72,1,0.916666667
"data,training,print",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"data,print,x",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"data,return,x",0.866666667,0.868706004,0.833333333,0.785714286,0.72,1,0.916666667
"dataset,model,dense",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"dataset,sequential,dense",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"dataset,import,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"keras,dataset,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"dataset,loss,model",0.84,0.842958521,0.782608696,0.75862069,0.72,0.96,0.88
"dataset,sequential,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"error,def,input",0.866666667,0.868706004,0.833333333,0.785714286,0.72,1,0.916666667
"error,last,def",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"error,def,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"error,def,print",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"error,def,return",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
