words,acc,f1,0_f1,1_f1,2_f1,3_f1,4_f1
"using,following",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"following,x",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"loss,function",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"function,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"print,function",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"return,function",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"training,function",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"using,function",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"get,import",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"get,input",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"keras,get",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"get,loss",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"get,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"get,network",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"get,output",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"get,print",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"get,problem",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"get,return",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"get,run",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"get,tensorflow",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"get,train",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"get,training",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"get,tried",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"get,trying",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"get,use",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"using,get",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"get,x",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"getting,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"got,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"gpu,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"gpu,print",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"gpu,tensorflow",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"gpu,use",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"using,gpu",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"help,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"print,help",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"trying,help",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"using,help",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"however,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"using,however",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"images,image",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"image,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"images,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"training,images",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"import,input",0.853333333,0.855636513,0.782608696,0.785714286,0.692307692,1,0.916666667
"keras,import",0.826666667,0.831017026,0.727272727,0.733333333,0.692307692,0.96,0.916666667
"last,import",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"like,import",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"loss,import",0.826666667,0.830953974,0.782608696,0.714285714,0.692307692,0.96,0.88
"import,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"module,import",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"network,import",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"import,np",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"import,numpy",0.866666667,0.86942029,0.833333333,0.8,0.75,0.96,0.916666667
"one,import",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"import,output",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"import,print",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"import,problem",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"range,import",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"return,import",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"import,sequential",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"import,tensorflow",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"import,test",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"import,tf",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"import,train",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"training,import",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"import,tried",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"import,trying",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"import,use",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"using,import",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"import,x",0.853333333,0.855636513,0.782608696,0.785714286,0.692307692,1,0.916666667
"keras,input",0.853333333,0.855636513,0.782608696,0.785714286,0.692307692,1,0.916666667
"last,input",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"layer,input",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"like,input",0.853333333,0.855099302,0.833333333,0.740740741,0.72,1,0.88
"loss,input",0.853333333,0.855099302,0.833333333,0.740740741,0.72,1,0.88
"model,input",0.853333333,0.853392505,0.727272727,0.827586207,0.692307692,1,0.916666667
"network,input",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"none,input",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"numpy,input",0.893333333,0.893944099,0.833333333,0.857142857,0.8,1,0.916666667
"one,input",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"output,input",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"print,input",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"problem,input",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"range,input",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"return,input",0.866666667,0.868706004,0.833333333,0.785714286,0.72,1,0.916666667
"self,input",0.866666667,0.868052768,0.833333333,0.769230769,0.769230769,1,0.88
"sequential,input",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"shape,input",0.906666667,0.906514307,0.833333333,0.88,0.769230769,1,1
"size,input",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"tensorflow,input",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"traceback,input",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"train,input",0.866666667,0.868052768,0.833333333,0.769230769,0.769230769,1,0.88
"training,input",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"tried,input",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"trying,input",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"use,input",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"using,input",0.866666667,0.868558776,0.782608696,0.814814815,0.740740741,1,0.916666667
"valueerror,input",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"x,input",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"inputs,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"layer,keras",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"keras,like",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"keras,loss",0.826666667,0.830953974,0.782608696,0.714285714,0.692307692,0.96,0.88
"keras,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"keras,network",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"keras,neural",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"keras,numpy",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"keras,output",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"keras,print",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"keras,problem",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"keras,return",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"keras,sequential",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"shape,keras",0.893333333,0.893311863,0.782608696,0.88,0.740740741,1,1
"keras,tensorflow",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"keras,train",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"keras,training",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"keras,tried",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"keras,trying",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"keras,use",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"using,keras",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"keras,x",0.866666667,0.868558776,0.782608696,0.814814815,0.740740741,1,0.916666667
"know,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"last,line",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"last,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"module,last",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"last,print",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"last,recent",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"return,last",0.866666667,0.868706004,0.833333333,0.785714286,0.72,1,0.916666667
"last,self",0.853333333,0.856637764,0.833333333,0.740740741,0.769230769,0.96,0.88
"traceback,last",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"using,last",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"last,x",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"layer,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"layer,output",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"layer,x",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"layers,model",0.853333333,0.855966184,0.782608696,0.8,0.72,0.96,0.916666667
"learning,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"len,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"len,print",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"return,len",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"like,loss",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"like,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"like,print",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"using,like",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"like,x",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"line,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"module,line",0.853333333,0.856637764,0.833333333,0.740740741,0.769230769,0.96,0.88
"line,print",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"line,recent",0.853333333,0.856637764,0.833333333,0.740740741,0.769230769,0.96,0.88
"return,line",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"line,tensorflow",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"traceback,line",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"using,line",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"loss,model",0.84,0.842958521,0.782608696,0.75862069,0.72,0.96,0.88
"network,loss",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"loss,np",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"loss,numpy",0.853333333,0.856412627,0.833333333,0.75862069,0.75,0.96,0.88
"loss,optimizer",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"loss,output",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"loss,print",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"loss,problem",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"range,loss",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"return,loss",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"loss,sequential",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"loss,tensorflow",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"loss,train",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"training,loss",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"loss,tried",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"loss,trying",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"using,loss",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"loss,x",0.853333333,0.855099302,0.833333333,0.740740741,0.72,1,0.88
"module,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"network,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"neural,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"none,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"np,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"number,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"numpy,model",0.853333333,0.855966184,0.782608696,0.8,0.72,0.96,0.916666667
"one,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"optimizer,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"output,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"outputs,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"predict,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"print,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"problem,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"range,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"recent,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"return,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"run,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"self,model",0.813333333,0.817457808,0.727272727,0.714285714,0.666666667,0.96,0.88
"sequential,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"set,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"shape,model",0.893333333,0.891268688,0.727272727,0.923076923,0.740740741,1,1
"size,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"tensorflow,model",0.853333333,0.855966184,0.782608696,0.8,0.72,0.96,0.916666667
"test,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"time,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"traceback,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"train,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"training,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"tried,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"try,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"trying,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"use,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"model,used",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"using,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"model,value",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"valueerror,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"would,model",0.84,0.842128138,0.727272727,0.8,0.692307692,0.96,0.916666667
"wrong,model",0.826666667,0.830958082,0.727272727,0.75862069,0.666666667,0.96,0.916666667
"x,model",0.853333333,0.853392505,0.727272727,0.827586207,0.692307692,1,0.916666667
"module,print",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"module,recent",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"module,return",0.866666667,0.868706004,0.833333333,0.785714286,0.72,1,0.916666667
"traceback,module",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"module,x",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"name,tensorflow",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"network,neural",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"network,output",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"network,print",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"network,train",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"training,network",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"network,trying",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"using,network",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"network,x",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"none,return",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"none,x",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"np,numpy",0.866666667,0.86926156,0.833333333,0.785714286,0.8,0.96,0.88
"np,print",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"np,tensorflow",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"np,x",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"numpy,output",0.88,0.882351324,0.833333333,0.827586207,0.8,0.96,0.916666667
"numpy,print",0.88,0.882351324,0.833333333,0.827586207,0.8,0.96,0.916666667
"return,numpy",0.853333333,0.856412627,0.833333333,0.75862069,0.75,0.96,0.88
"sequential,numpy",0.88,0.882351324,0.833333333,0.827586207,0.8,0.96,0.916666667
"numpy,tensorflow",0.88,0.882351324,0.833333333,0.827586207,0.8,0.96,0.916666667
"train,numpy",0.866666667,0.86926156,0.833333333,0.785714286,0.8,0.96,0.88
"using,numpy",0.88,0.882351324,0.833333333,0.827586207,0.8,0.96,0.916666667
"numpy,x",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"one,training",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"using,one",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"one,x",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"output,print",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"problem,output",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"return,output",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"sequential,output",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"shape,output",0.906666667,0.906514307,0.833333333,0.88,0.769230769,1,1
"output,tensorflow",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"train,output",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"training,output",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"tried,output",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"output,trying",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"output,use",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"using,output",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"output,x",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"problem,print",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"range,print",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"recent,print",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"return,print",0.866666667,0.868706004,0.833333333,0.785714286,0.72,1,0.916666667
"print,run",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"print,self",0.853333333,0.856637764,0.833333333,0.740740741,0.769230769,0.96,0.88
"sequential,print",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"print,size",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"print,tensorflow",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"traceback,print",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"train,print",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"training,print",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"tried,print",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"print,trying",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"print,use",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"using,print",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"print,x",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"return,problem",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"training,problem",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"problem,trying",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"using,problem",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"problem,x",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"python,tensorflow",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"using,python",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"return,range",0.866666667,0.868706004,0.833333333,0.785714286,0.72,1,0.916666667
"range,training",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"using,range",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"range,x",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"return,recent",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"traceback,recent",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"recent,x",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"return,self",0.84,0.844023464,0.833333333,0.714285714,0.72,0.96,0.88
"shape,return",0.906666667,0.906514307,0.833333333,0.88,0.769230769,1,1
"return,size",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"tensor,return",0.866666667,0.868706004,0.833333333,0.785714286,0.72,1,0.916666667
"return,tensorflow",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"traceback,return",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"return,train",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"return,training",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"return,tried",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"return,trying",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"return,use",0.853333333,0.857523738,0.833333333,0.75862069,0.72,0.96,0.916666667
"using,return",0.84,0.844454247,0.782608696,0.75862069,0.692307692,0.96,0.916666667
"return,x",0.866666667,0.868706004,0.833333333,0.785714286,0.72,1,0.916666667
"run,tensorflow",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"using,run",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"x,self",0.866666667,0.868052768,0.833333333,0.769230769,0.769230769,1,0.88
"train,sequential",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"training,sequential",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"sequential,trying",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"using,sequential",0.853333333,0.857042021,0.782608696,0.785714286,0.740740741,0.96,0.916666667
"sequential,x",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"shape,x",0.906666667,0.906514307,0.833333333,0.88,0.769230769,1,1
"tensorflow,tf",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"train,tensorflow",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"training,tensorflow",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"tried,tensorflow",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"trying,tensorflow",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"use,tensorflow",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"using,tensorflow",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"tensorflow,version",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"x,tensorflow",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
"using,tf",0.866666667,0.870244466,0.833333333,0.785714286,0.769230769,0.96,0.916666667
"traceback,x",0.88,0.881761221,0.833333333,0.814814815,0.769230769,1,0.916666667
