LR_acc_0,LR_f1_0,LR_auc_0,LR_acc_1,LR_f1_1,LR_auc_1,LR_acc_2,LR_f1_2,LR_auc_2,LR_acc_3,LR_f1_3,LR_auc_3,LR_acc_4,LR_f1_4,LR_auc_4,LR_acc_5,LR_f1_5,LR_auc_5,LR_acc_all,LR_f1_all,LR_auc_all,DT_acc_0,DT_f1_0,DT_auc_0,DT_acc_1,DT_f1_1,DT_auc_1,DT_acc_2,DT_f1_2,DT_auc_2,DT_acc_3,DT_f1_3,DT_auc_3,DT_acc_4,DT_f1_4,DT_auc_4,DT_acc_5,DT_f1_5,DT_auc_5,DT_acc_all,DT_f1_all,DT_auc_all,RF_acc_0,RF_f1_0,RF_auc_0,RF_acc_1,RF_f1_1,RF_auc_1,RF_acc_2,RF_f1_2,RF_auc_2,RF_acc_3,RF_f1_3,RF_auc_3,RF_acc_4,RF_f1_4,RF_auc_4,RF_acc_5,RF_f1_5,RF_auc_5,RF_acc_all,RF_f1_all,RF_auc_all,SVM_acc_0,SVM_f1_0,SVM_auc_0,SVM_acc_1,SVM_f1_1,SVM_auc_1,SVM_acc_2,SVM_f1_2,SVM_auc_2,SVM_acc_3,SVM_f1_3,SVM_auc_3,SVM_acc_4,SVM_f1_4,SVM_auc_4,SVM_acc_5,SVM_f1_5,SVM_auc_5,SVM_acc_all,SVM_f1_all,SVM_auc_all,KNN_acc_0,KNN_f1_0,KNN_auc_0,KNN_acc_1,KNN_f1_1,KNN_auc_1,KNN_acc_2,KNN_f1_2,KNN_auc_2,KNN_acc_3,KNN_f1_3,KNN_auc_3,KNN_acc_4,KNN_f1_4,KNN_auc_4,KNN_acc_5,KNN_f1_5,KNN_auc_5,KNN_acc_all,KNN_f1_all,KNN_auc_all
0.9546666666666667,0.6896551724137931,0.9,0.9608888888888889,0.75,0.9111111111111111,0.8586666666666667,0.46153846153846156,0.8444444444444444,0.983111111111111,0.9285714285714286,0.9777777777777777,0.9066666666666667,0.6285714285714286,0.8555555555555555,0.9848888888888888,0.8,0.9333333333333333,0.7111111111111111,0.709722748515852,0.9414814814814814,0.7999999999999999,0.6666666666666666,0.8888888888888888,0.8066666666666666,0.6896551724137931,0.9,0.68,0.4666666666666667,0.8222222222222222,0.8866666666666668,0.8275862068965517,0.9444444444444444,0.66,0.4444444444444444,0.8333333333333334,0.8866666666666667,0.7428571428571429,0.9,0.6444444444444445,0.6396460499908776,0.7866666666666667,0.9564444444444444,0.6206896551724138,0.8777777777777778,0.9462222222222222,0.7741935483870968,0.9222222222222223,0.8413333333333334,0.46153846153846156,0.8444444444444444,0.9946666666666667,0.8888888888888888,0.9666666666666667,0.94,0.7272727272727273,0.9,0.9844444444444445,0.7647058823529411,0.9111111111111111,0.7111111111111111,0.7062148606020883,0.9438518518518518,0.9537777777777778,0.6896551724137931,0.9,0.9555555555555556,0.8,0.9333333333333333,0.8533333333333334,0.5,0.8444444444444444,0.9537777777777778,0.9285714285714286,0.9777777777777777,0.9351111111111112,0.7777777777777778,0.9111111111111111,0.992,0.8275862068965517,0.9444444444444444,0.7555555555555555,0.7539317642765919,0.9405925925925928,0.9453333333333334,0.5555555555555556,0.8222222222222222,0.8133333333333335,0.4878048780487805,0.7666666666666667,0.7408888888888889,0.38461538461538464,0.8222222222222222,0.9408888888888889,0.8148148148148148,0.9444444444444444,0.7484444444444445,0.4827586206896552,0.8333333333333334,0.78,0.5714285714285714,0.9,0.5444444444444444,0.549496304192127,0.8281481481481482
0.9546666666666667,0.6896551724137931,0.9,0.9608888888888889,0.75,0.9111111111111111,0.8586666666666667,0.46153846153846156,0.8444444444444444,0.983111111111111,0.9285714285714286,0.9777777777777777,0.9066666666666667,0.6285714285714286,0.8555555555555555,0.9848888888888888,0.8,0.9333333333333333,0.7111111111111111,0.709722748515852,0.9414814814814814,0.7866666666666667,0.6923076923076923,0.9111111111111111,0.7333333333333333,0.5714285714285714,0.8666666666666667,0.7200000000000001,0.5,0.8,0.8533333333333334,0.7857142857142857,0.9333333333333333,0.6533333333333333,0.42857142857142855,0.8222222222222222,0.8933333333333333,0.7647058823529411,0.9111111111111111,0.6222222222222222,0.6237879767291531,0.7733333333333334,0.952,0.5925925925925926,0.8777777777777778,0.964,0.7333333333333333,0.9111111111111111,0.8528888888888888,0.42857142857142855,0.8222222222222222,0.991111111111111,0.896551724137931,0.9666666666666667,0.9422222222222222,0.7333333333333333,0.9111111111111111,0.9902222222222222,0.7777777777777778,0.9111111111111111,0.7,0.6936933649577327,0.9487407407407407,0.9537777777777778,0.6896551724137931,0.9,0.9644444444444444,0.8,0.9333333333333333,0.8551111111111112,0.5,0.8444444444444444,0.9573333333333334,0.9285714285714286,0.9777777777777777,0.9333333333333333,0.7777777777777778,0.9111111111111111,0.992,0.8275862068965517,0.9444444444444444,0.7555555555555555,0.7539317642765919,0.9426666666666668,0.9453333333333334,0.5555555555555556,0.8222222222222222,0.8133333333333335,0.4878048780487805,0.7666666666666667,0.7408888888888889,0.38461538461538464,0.8222222222222222,0.9408888888888889,0.8148148148148148,0.9444444444444444,0.7484444444444445,0.4827586206896552,0.8333333333333334,0.78,0.5714285714285714,0.9,0.5444444444444444,0.549496304192127,0.8281481481481482
0.9546666666666667,0.6896551724137931,0.9,0.9608888888888889,0.75,0.9111111111111111,0.8586666666666667,0.46153846153846156,0.8444444444444444,0.983111111111111,0.9285714285714286,0.9777777777777777,0.9066666666666667,0.6285714285714286,0.8555555555555555,0.9848888888888888,0.8,0.9333333333333333,0.7111111111111111,0.709722748515852,0.9414814814814814,0.84,0.7333333333333333,0.9111111111111111,0.8066666666666666,0.6896551724137931,0.9,0.6666666666666667,0.4375,0.8,0.8866666666666668,0.8275862068965517,0.9444444444444444,0.6266666666666666,0.38461538461538464,0.8222222222222222,0.8933333333333333,0.7647058823529411,0.9111111111111111,0.6444444444444445,0.6395659966020006,0.7866666666666666,0.9613333333333333,0.7407407407407407,0.9222222222222223,0.9502222222222223,0.7586206896551724,0.9222222222222223,0.8315555555555556,0.5714285714285714,0.8666666666666667,0.9951111111111112,0.8666666666666667,0.9555555555555556,0.9311111111111111,0.7586206896551724,0.9222222222222223,0.9817777777777777,0.8108108108108109,0.9222222222222223,0.7555555555555555,0.7511480281595223,0.9418518518518518,0.9528888888888889,0.6896551724137931,0.9,0.9564444444444444,0.8,0.9333333333333333,0.8542222222222222,0.5,0.8444444444444444,0.9564444444444444,0.9285714285714286,0.9777777777777777,0.9333333333333333,0.7777777777777778,0.9111111111111111,0.992,0.8275862068965517,0.9444444444444444,0.7555555555555555,0.7539317642765919,0.9408888888888889,0.9453333333333334,0.5555555555555556,0.8222222222222222,0.8133333333333335,0.4878048780487805,0.7666666666666667,0.7408888888888889,0.38461538461538464,0.8222222222222222,0.9408888888888889,0.8148148148148148,0.9444444444444444,0.7484444444444445,0.4827586206896552,0.8333333333333334,0.78,0.5714285714285714,0.9,0.5444444444444444,0.549496304192127,0.8281481481481482
0.9484444444444444,0.6875,0.8888888888888888,0.9875555555555555,0.7894736842105263,0.9111111111111111,0.8453333333333333,0.43478260869565216,0.8555555555555555,1.0,0.8888888888888888,0.9666666666666667,0.9546666666666667,0.7407407407407407,0.9222222222222223,1.0,0.9090909090909091,0.9666666666666667,0.7555555555555555,0.7417461386044528,0.956,0.7333333333333333,0.5714285714285714,0.8666666666666667,0.8200000000000001,0.6666666666666666,0.8777777777777778,0.6199999999999999,0.37037037037037035,0.8111111111111111,0.9266666666666667,0.896551724137931,0.9666666666666667,0.7533333333333334,0.5806451612903226,0.8555555555555555,0.9466666666666667,0.875,0.9555555555555556,0.6666666666666666,0.660110415648977,0.7999999999999999,0.9213333333333334,0.6111111111111112,0.8444444444444444,0.9675555555555556,0.8125,0.9333333333333333,0.8,0.19047619047619047,0.8111111111111111,1.0,0.9655172413793104,0.9888888888888889,0.9448888888888889,0.7407407407407407,0.9222222222222223,0.9915555555555555,0.8571428571428571,0.9444444444444444,0.7222222222222222,0.6962480234750349,0.9375555555555556,0.9475555555555556,0.7428571428571429,0.9,0.9848888888888889,0.8125,0.9333333333333333,0.872,0.4,0.8333333333333334,1.0,0.8888888888888888,0.9666666666666667,0.9724444444444444,0.8275862068965517,0.9444444444444444,1.0,0.9375,0.9777777777777777,0.7777777777777778,0.7682220397737639,0.9628148148148149,0.8942222222222223,0.45714285714285713,0.7888888888888889,0.8951111111111112,0.6086956521739131,0.8,0.7893333333333332,0.15384615384615385,0.7555555555555555,0.8795555555555555,0.7692307692307693,0.9333333333333333,0.8173333333333334,0.38095238095238093,0.8555555555555555,0.9946666666666667,0.8461538461538461,0.9555555555555556,0.5444444444444444,0.5360036099166534,0.8783703703703704
0.9484444444444444,0.6875,0.8888888888888888,0.9875555555555555,0.7894736842105263,0.9111111111111111,0.8453333333333333,0.43478260869565216,0.8555555555555555,1.0,0.8888888888888888,0.9666666666666667,0.9546666666666667,0.7407407407407407,0.9222222222222223,1.0,0.9090909090909091,0.9666666666666667,0.7555555555555555,0.7417461386044528,0.956,0.7533333333333334,0.5806451612903226,0.8555555555555555,0.7799999999999999,0.6060606060606061,0.8555555555555555,0.6799999999999999,0.5,0.8666666666666667,0.9266666666666667,0.896551724137931,0.9666666666666667,0.7533333333333334,0.5806451612903226,0.8555555555555555,0.9466666666666667,0.875,0.9555555555555556,0.6777777777777778,0.6731504421298636,0.8066666666666666,0.9231111111111111,0.6857142857142857,0.8777777777777778,0.9715555555555556,0.8,0.9222222222222223,0.8502222222222222,0.47619047619047616,0.8777777777777778,0.9982222222222222,0.9285714285714286,0.9777777777777777,0.9586666666666667,0.72,0.9222222222222223,0.9964444444444444,0.8333333333333334,0.9333333333333333,0.7555555555555555,0.7406349206349206,0.9497037037037037,0.9466666666666667,0.7428571428571429,0.9,0.9831111111111112,0.8125,0.9333333333333333,0.8746666666666667,0.4,0.8333333333333334,1.0,0.8888888888888888,0.9666666666666667,0.9697777777777777,0.8275862068965517,0.9444444444444444,1.0,0.9375,0.9777777777777777,0.7777777777777778,0.7682220397737639,0.9623703703703703,0.8942222222222223,0.45714285714285713,0.7888888888888889,0.8951111111111112,0.6086956521739131,0.8,0.7893333333333332,0.15384615384615385,0.7555555555555555,0.8795555555555555,0.7692307692307693,0.9333333333333333,0.8173333333333334,0.38095238095238093,0.8555555555555555,0.9946666666666667,0.8461538461538461,0.9555555555555556,0.5444444444444444,0.5360036099166534,0.8783703703703704
0.9484444444444444,0.6875,0.8888888888888888,0.9875555555555555,0.7894736842105263,0.9111111111111111,0.8453333333333333,0.43478260869565216,0.8555555555555555,1.0,0.8888888888888888,0.9666666666666667,0.9546666666666667,0.7407407407407407,0.9222222222222223,1.0,0.9090909090909091,0.9666666666666667,0.7555555555555555,0.7417461386044528,0.956,0.7000000000000001,0.5185185185185185,0.8555555555555555,0.8533333333333333,0.7058823529411765,0.8888888888888888,0.7000000000000001,0.5185185185185185,0.8555555555555555,0.92,0.8666666666666667,0.9555555555555556,0.7533333333333334,0.5806451612903226,0.8555555555555555,0.9533333333333335,0.9032258064516129,0.9666666666666667,0.6888888888888889,0.6822428373978026,0.8133333333333334,0.928,0.6060606060606061,0.8555555555555555,0.9671111111111111,0.8387096774193549,0.9444444444444444,0.8711111111111111,0.4,0.8333333333333334,1.0,0.9285714285714286,0.9777777777777777,0.9471111111111111,0.7407407407407407,0.9222222222222223,0.9968888888888889,0.8333333333333334,0.9333333333333333,0.7333333333333333,0.7245692976875772,0.9517037037037038,0.9466666666666667,0.7428571428571429,0.9,0.984,0.8125,0.9333333333333333,0.8737777777777778,0.4,0.8333333333333334,0.9991111111111112,0.8888888888888888,0.9666666666666667,0.9697777777777777,0.8275862068965517,0.9444444444444444,1.0,0.9375,0.9777777777777777,0.7777777777777778,0.7682220397737639,0.9622222222222222,0.8942222222222223,0.45714285714285713,0.7888888888888889,0.8951111111111112,0.6086956521739131,0.8,0.7893333333333332,0.15384615384615385,0.7555555555555555,0.8795555555555555,0.7692307692307693,0.9333333333333333,0.8173333333333334,0.38095238095238093,0.8555555555555555,0.9946666666666667,0.8461538461538461,0.9555555555555556,0.5444444444444444,0.5360036099166534,0.8783703703703704
0.9279999999999999,0.5714285714285714,0.8666666666666667,0.9742222222222222,0.8484848484848485,0.9444444444444444,0.9048888888888889,0.5806451612903226,0.8555555555555555,0.9982222222222222,0.9285714285714286,0.9777777777777777,0.9413333333333334,0.7586206896551724,0.9222222222222223,1.0,0.9032258064516129,0.9666666666666667,0.7666666666666667,0.765162750980326,0.9577777777777777,0.6333333333333333,0.4,0.8333333333333334,0.7866666666666667,0.6923076923076923,0.9111111111111111,0.6466666666666667,0.4,0.7666666666666667,0.9466666666666667,0.875,0.9555555555555556,0.6666666666666666,0.46153846153846156,0.8444444444444444,0.9199999999999999,0.7777777777777778,0.9111111111111111,0.6111111111111112,0.6011039886039886,0.7666666666666666,0.9315555555555556,0.6875,0.8888888888888888,0.9853333333333334,0.8571428571428571,0.9444444444444444,0.9053333333333334,0.5384615384615384,0.8666666666666667,0.9933333333333333,0.9285714285714286,0.9777777777777777,0.9497777777777777,0.8461538461538461,0.9555555555555556,0.9995555555555555,0.9090909090909091,0.9666666666666667,0.8,0.7944867632367631,0.9608148148148148,0.927111111111111,0.5333333333333333,0.8444444444444444,0.9626666666666667,0.7586206896551724,0.9222222222222223,0.9226666666666666,0.5333333333333333,0.8444444444444444,0.9964444444444445,0.9285714285714286,0.9777777777777777,0.9511111111111111,0.7878787878787878,0.9222222222222223,0.9991111111111112,0.9333333333333333,0.9777777777777777,0.7444444444444445,0.7458451510175649,0.9598518518518521,0.9035555555555556,0.5142857142857142,0.8111111111111111,0.9044444444444445,0.6341463414634146,0.8333333333333334,0.7573333333333333,0.4444444444444444,0.8333333333333334,0.9471111111111111,0.8571428571428571,0.9555555555555556,0.8644444444444443,0.34782608695652173,0.8333333333333334,0.8982222222222223,0.8461538461538461,0.9555555555555556,0.6111111111111112,0.6073332150744665,0.8791851851851852
0.9279999999999999,0.5714285714285714,0.8666666666666667,0.9742222222222222,0.8484848484848485,0.9444444444444444,0.9048888888888889,0.5806451612903226,0.8555555555555555,0.9982222222222222,0.9285714285714286,0.9777777777777777,0.9413333333333334,0.7586206896551724,0.9222222222222223,1.0,0.9032258064516129,0.9666666666666667,0.7666666666666667,0.765162750980326,0.9577777777777777,0.6333333333333333,0.4,0.8333333333333334,0.7933333333333334,0.72,0.9222222222222223,0.6666666666666666,0.42105263157894735,0.7555555555555555,0.8733333333333333,0.7741935483870968,0.9222222222222223,0.6266666666666666,0.38461538461538464,0.8222222222222222,0.9266666666666667,0.8,0.9222222222222223,0.5888888888888889,0.5833102607635715,0.7533333333333333,0.9400000000000001,0.6470588235294118,0.8666666666666667,0.9697777777777777,0.7777777777777778,0.9111111111111111,0.9293333333333333,0.5,0.8666666666666667,0.9937777777777778,0.9655172413793104,0.9888888888888889,0.9284444444444444,0.7692307692307693,0.9333333333333333,1.0,0.967741935483871,0.9888888888888889,0.7777777777777778,0.7712210912335232,0.9602222222222223,0.9280000000000002,0.5333333333333333,0.8444444444444444,0.9626666666666667,0.7586206896551724,0.9222222222222223,0.9199999999999999,0.5333333333333333,0.8444444444444444,0.9964444444444445,0.9285714285714286,0.9777777777777777,0.9511111111111111,0.7878787878787878,0.9222222222222223,0.9991111111111112,0.9333333333333333,0.9777777777777777,0.7444444444444445,0.7458451510175649,0.9595555555555557,0.9035555555555556,0.5142857142857142,0.8111111111111111,0.9044444444444445,0.6341463414634146,0.8333333333333334,0.7573333333333333,0.4444444444444444,0.8333333333333334,0.9471111111111111,0.8571428571428571,0.9555555555555556,0.8644444444444443,0.34782608695652173,0.8333333333333334,0.8982222222222223,0.8461538461538461,0.9555555555555556,0.6111111111111112,0.6073332150744665,0.8791851851851852
0.9279999999999999,0.5714285714285714,0.8666666666666667,0.9742222222222222,0.8484848484848485,0.9444444444444444,0.9048888888888889,0.5806451612903226,0.8555555555555555,0.9982222222222222,0.9285714285714286,0.9777777777777777,0.9413333333333334,0.7586206896551724,0.9222222222222223,1.0,0.9032258064516129,0.9666666666666667,0.7666666666666667,0.765162750980326,0.9577777777777777,0.6266666666666666,0.38461538461538464,0.8222222222222222,0.7933333333333334,0.72,0.9222222222222223,0.6799999999999999,0.4444444444444444,0.7777777777777778,0.9533333333333335,0.9032258064516129,0.9666666666666667,0.6066666666666667,0.3448275862068966,0.7888888888888889,0.8600000000000001,0.7272727272727273,0.9,0.5888888888888889,0.5873976581651776,0.7533333333333334,0.9457777777777778,0.6842105263157895,0.8666666666666667,0.9795555555555555,0.7428571428571429,0.9,0.8706666666666667,0.2222222222222222,0.8444444444444444,0.9964444444444445,0.896551724137931,0.9666666666666667,0.9417777777777778,0.7586206896551724,0.9222222222222223,1.0,0.967741935483871,0.9888888888888889,0.7444444444444445,0.7120340401120214,0.9557037037037036,0.927111111111111,0.5333333333333333,0.8444444444444444,0.9635555555555556,0.7586206896551724,0.9222222222222223,0.9199999999999999,0.5333333333333333,0.8444444444444444,0.9964444444444445,0.9285714285714286,0.9777777777777777,0.9502222222222222,0.7878787878787878,0.9222222222222223,0.9991111111111112,0.9333333333333333,0.9777777777777777,0.7444444444444445,0.7458451510175649,0.9594074074074075,0.9035555555555556,0.5142857142857142,0.8111111111111111,0.9044444444444445,0.6341463414634146,0.8333333333333334,0.7573333333333333,0.4444444444444444,0.8333333333333334,0.9471111111111111,0.8571428571428571,0.9555555555555556,0.8644444444444443,0.34782608695652173,0.8333333333333334,0.8982222222222223,0.8461538461538461,0.9555555555555556,0.6111111111111112,0.6073332150744665,0.8791851851851852
0.8924444444444443,0.6470588235294118,0.8666666666666667,0.9715555555555556,0.8125,0.9333333333333333,0.8373333333333334,0.5384615384615384,0.8666666666666667,0.9973333333333334,0.9285714285714286,0.9777777777777777,0.9528888888888889,0.7333333333333333,0.9111111111111111,0.9955555555555555,0.9333333333333333,0.9777777777777777,0.7666666666666667,0.7655430762048409,0.9411851851851852,0.5666666666666667,0.27586206896551724,0.7666666666666667,0.7666666666666667,0.6206896551724138,0.8777777777777778,0.54,0.2222222222222222,0.7666666666666667,0.8933333333333333,0.8571428571428571,0.9555555555555556,0.7,0.48484848484848486,0.8111111111111111,0.9333333333333333,0.8235294117647058,0.9333333333333333,0.5555555555555556,0.5473824500193669,0.7333333333333334,0.9084444444444444,0.6666666666666666,0.8666666666666667,0.9675555555555555,0.8,0.9222222222222223,0.8635555555555555,0.4,0.8666666666666667,0.9977777777777778,0.9285714285714286,0.9777777777777777,0.9533333333333334,0.7407407407407407,0.9222222222222223,1.0,0.8823529411764706,0.9555555555555556,0.7555555555555555,0.7363886295258842,0.9484444444444445,0.8977777777777778,0.6060606060606061,0.8555555555555555,0.9662222222222222,0.7586206896551724,0.9222222222222223,0.8737777777777778,0.5185185185185185,0.8555555555555555,0.9982222222222222,0.9285714285714286,0.9777777777777777,0.9333333333333333,0.7058823529411765,0.8888888888888888,1.0,0.9655172413793104,0.9888888888888889,0.7444444444444445,0.7471951395210356,0.9448888888888889,0.8733333333333333,0.5333333333333333,0.8444444444444444,0.9244444444444444,0.7027027027027027,0.8777777777777778,0.8453333333333333,0.4,0.8,0.9128888888888889,0.8387096774193549,0.9444444444444444,0.9084444444444444,0.5925925925925926,0.8777777777777778,0.8955555555555557,0.8,0.9444444444444444,0.6444444444444445,0.6445563843413306,0.8933333333333332
